nom_origen,nom_normalitzat,nota
VALENCIANA,Generalitat Valenciana,"Truncacio en origen de FEGA: el govern valencia apareix com a VALENCIANA (sense Generalitat), en paral.lel a GENERALITAT DE CATALUNYA que si surt sencer per a les mateixes mesures (forestals, assistencia tecnica, programa escolar de fruita) des de Valencia capital 46001. La font no porta CIF. Correccio de procedencia tracable; vegeu docs/sources/fega.md."
